vote_intention,consider_trump,not_trump,primary_party,education,state,race,gender,age_group
Yes,No,Other,Other,Some college,IL,White,Female,18-29
Yes,Yes,No,Republican,Some college,FL,White,Female,50-69
No,No,Other,Other,High school or less,TX,Black,Female,30-49
Other,No,Other,Other,Some college,GA,White,Female,30-49
Yes,Yes,Yes,Republican,Some college,CA,White,Male,30-49
Yes,No,Other,Democratic,Some college,MN,Black,Male,18-29
Yes,Other,Other,Other,High school or less,NY,Other,Female,18-29
Yes,Yes,No,Republican,Some college,FL,White,Female,18-29
Yes,Yes,No,Republican,Postgrad,MN,White,Female,30-49
Other,No,Other,Other,Postgrad,KY,White,Male,70+
Yes,No,Other,Other,High school or less,MS,White,Female,30-49
Yes,Yes,No,Republican,Postgrad,TN,White,Female,70+
Yes,Yes,Other,Republican,College degree,NY,White,Female,30-49
Yes,No,Other,Republican,High school or less,MO,White,Female,18-29
Yes,No,Other,Democratic,Some college,MD,Black,Female,30-49
Yes,No,Other,Republican,College degree,ND,White,Female,30-49
Other,No,Other,Democratic,Some college,NY,Black,Female,18-29
Yes,No,Other,Democratic,Some college,FL,White,Female,30-49
Yes,No,Other,Democratic,Some college,WI,White,Female,50-69
Other,Yes,No,Republican,Some college,FL,White,Male,50-69
No,Yes,Yes,Other,High school or less,IN,White,Male,30-49
No,No,Other,Other,College degree,NY,White,Male,30-49
Yes,No,Other,Democratic,Some college,CO,White,Female,50-69
Yes,No,Other,Democratic,High school or less,GA,White,Female,30-49
Yes,No,Other,Democratic,Some college,WA,White,Female,50-69
Yes,Yes,No,Republican,College degree,IL,White,Male,70+
Yes,No,Other,Democratic,Some college,NJ,Other,Female,18-29
No,Other,Other,Other,High school or less,IL,White,Female,30-49
Yes,No,Other,Democratic,College degree,FL,Other,Female,30-49
Yes,No,Other,Democratic,Some college,FL,Other,Female,30-49
Yes,Yes,No,Republican,Some college,MS,White,Female,30-49
Yes,No,Other,Other,High school or less,PA,Asian,Male,30-49
Other,No,Other,Other,Some college,CA,Other,Female,18-29
Other,Other,Other,Other,High school or less,NY,Other,Male,30-49
Yes,Yes,Other,Other,College degree,WA,White,Female,18-29
Yes,No,Other,Republican,Some college,HI,Other,Female,30-49
Yes,No,Other,Democratic,High school or less,MO,White,Female,30-49
Yes,No,Other,Democratic,Some college,GA,Black,Female,18-29
Other,Other,Other,Other,Postgrad,FL,White,Female,30-49
Other,No,Other,Democratic,Some college,NE,Other,Female,18-29
No,No,Other,Other,High school or less,NY,White,Female,30-49
No,Other,No,Other,High school or less,TX,White,Male,30-49
Yes,No,Other,Democratic,Postgrad,NC,White,Female,30-49
Yes,No,Other,Democratic,High school or less,NJ,White,Female,30-49
Yes,Yes,Yes,Other,High school or less,GA,White,Female,18-29
Yes,Yes,Other,Other,Some college,VA,White,Female,30-49
Other,No,Other,Other,Some college,GA,White,Female,30-49
Yes,No,Other,Other,College degree,MO,White,Female,50-69
Yes,No,Other,Democratic,Some college,PA,White,Female,18-29
Yes,No,Other,Other,College degree,TN,Other,Female,30-49
Yes,No,Other,Democratic,Some college,GA,Black,Female,50-69
Yes,No,Other,Other,College degree,NY,White,Female,30-49
Yes,Yes,No,Republican,Some college,WV,White,Female,50-69
Yes,No,Other,Democratic,High school or less,DE,Black,Male,18-29
Other,Yes,No,Other,High school or less,DC,Black,Female,18-29
Yes,No,Other,Democratic,Some college,VA,White,Female,50-69
Yes,Yes,Other,Other,Some college,LA,White,Female,30-49
Yes,No,Other,Democratic,College degree,NC,Black,Female,30-49
Yes,Other,Other,Democratic,Some college,GA,White,Female,30-49
Other,No,Other,Other,College degree,MI,White,Male,30-49
Yes,No,Other,Other,High school or less,CA,White,Female,18-29
Yes,Yes,No,Republican,High school or less,MD,White,Female,30-49
Yes,No,Other,Democratic,Some college,FL,White,Female,50-69
Yes,No,Other,Republican,Postgrad,VA,White,Male,30-49
Yes,Yes,No,Republican,College degree,NY,White,Female,30-49
Yes,Yes,Yes,Other,Some college,IN,White,Male,30-49
Yes,No,Other,Democratic,Some college,FL,Black,Female,30-49
Other,No,Other,Other,Some college,FL,Black,Male,18-29
Yes,Yes,No,Republican,Postgrad,OK,White,Female,30-49
Yes,Yes,Yes,Republican,College degree,UT,White,Female,50-69
Yes,No,Other,Republican,Some college,KY,White,Female,18-29
Yes,Yes,Other,Other,High school or less,SC,White,Female,18-29
Yes,Yes,No,Republican,Some college,WA,White,Female,30-49
Yes,No,Other,Democratic,Some college,NY,Black,Female,30-49
Yes,Yes,Other,Republican,College degree,IL,White,Female,18-29
No,No,Other,Other,College degree,OH,White,Female,30-49
Yes,No,Other,Other,Postgrad,VA,White,Female,18-29
Yes,Yes,No,Republican,Some college,MS,White,Female,30-49
Yes,No,Other,Democratic,Postgrad,AL,White,Female,30-49
Yes,Yes,Other,Other,Some college,FL,White,Female,30-49
Yes,No,Other,Democratic,Some college,TN,Black,Female,50-69
Yes,Other,Yes,Republican,College degree,NY,White,Female,30-49
Yes,Yes,Yes,Democratic,Postgrad,FL,White,Male,30-49
Yes,No,Other,Democratic,Some college,TN,White,Female,30-49
Yes,No,Other,Democratic,Some college,MA,White,Female,30-49
Yes,No,Other,Democratic,Postgrad,AZ,White,Female,50-69
No,Yes,No,Other,Some college,OH,White,Female,50-69
No,No,Other,Democratic,High school or less,FL,White,Female,18-29
Yes,No,Other,Democratic,Some college,FL,Black,Female,18-29
Other,Other,Yes,Other,High school or less,WV,White,Female,30-49
Other,No,Other,Democratic,High school or less,AZ,Other,Female,18-29
Other,Other,Other,Other,College degree,PA,White,Female,18-29
Yes,No,Other,Democratic,Some college,ID,White,Female,30-49
Yes,No,Other,Democratic,Some college,ME,White,Female,70+
Yes,Yes,Yes,Republican,College degree,VA,White,Female,30-49
Yes,Other,Yes,Other,Some college,MD,White,Female,50-69
Yes,No,Other,Republican,Postgrad,CA,White,Female,50-69
Yes,Yes,No,Republican,Postgrad,AL,White,Female,30-49
Yes,Yes,No,Republican,Some college,MO,White,Female,70+
Yes,Yes,Yes,Republican,College degree,MI,White,Female,30-49
Other,Other,Other,Other,High school or less,TN,White,Female,30-49
Yes,Yes,No,Republican,Postgrad,AR,White,Female,30-49
Other,Other,Other,Other,College degree,CA,Asian,Female,30-49
Yes,Yes,Yes,Republican,Postgrad,NY,White,Female,30-49
Yes,No,Other,Democratic,High school or less,VA,White,Female,18-29
Yes,Yes,No,Republican,High school or less,NY,White,Male,50-69
Yes,Yes,Yes,Republican,Some college,PA,White,Female,30-49
Yes,No,Other,Democratic,Postgrad,OH,White,Female,50-69
Yes,Yes,Yes,Other,Postgrad,IA,White,Female,30-49
Yes,No,Other,Democratic,College degree,FL,White,Female,30-49
Yes,Other,Yes,Republican,College degree,KS,White,Female,30-49
Yes,Other,Other,Other,Some college,TX,White,Female,30-49
No,No,Other,Republican,Some college,NC,Black,Female,50-69
Yes,No,Other,Democratic,College degree,MS,Asian,Female,30-49
Yes,No,Other,Democratic,Some college,NY,Asian,Male,30-49
Yes,Yes,Other,Other,Postgrad,NY,Asian,Female,30-49
Yes,No,Other,Democratic,College degree,GA,White,Male,30-49
Yes,No,Other,Other,High school or less,MO,Other,Female,50-69
Yes,No,Other,Democratic,Some college,AZ,White,Male,30-49
Yes,Yes,No,Republican,Some college,AR,American Indian,Male,50-69
Yes,Yes,No,Republican,High school or less,AZ,White,Female,50-69
Other,No,Other,Other,High school or less,IA,Other,Male,18-29
Yes,Other,Yes,Democratic,High school or less,IL,Other,Male,18-29
Other,Yes,Other,Other,Some college,NY,White,Female,30-49
Yes,No,Other,Democratic,High school or less,PA,Asian,Male,18-29
Yes,No,Other,Democratic,Some college,OH,White,Female,30-49
Yes,Yes,No,Republican,Some college,NY,White,Female,30-49
Yes,No,Other,Democratic,High school or less,TX,White,Female,30-49
Yes,No,Other,Democratic,College degree,CA,White,Female,30-49
Yes,Yes,Yes,Democratic,College degree,PA,White,Female,30-49
Yes,Yes,Yes,Republican,Postgrad,SC,White,Female,70+
Yes,No,Other,Democratic,High school or less,PA,White,Female,30-49
Yes,No,Other,Other,Some college,NY,White,Female,18-29
Yes,No,Other,Democratic,High school or less,TX,White,Female,30-49
Yes,No,Other,Democratic,High school or less,CA,Asian,Male,30-49
Other,Other,Other,Other,High school or less,OH,White,Male,50-69
Yes,Yes,Yes,Other,Some college,MN,White,Female,30-49
Other,Yes,Other,Other,Postgrad,SC,White,Female,30-49
No,No,Other,Other,Some college,CT,White,Female,30-49
Yes,No,Other,Democratic,Some college,CA,White,Female,30-49
Other,No,Other,Other,Some college,GA,Black,Male,50-69
Yes,No,Other,Democratic,College degree,IL,Other,Female,18-29
Yes,Other,Other,Republican,Some college,IN,White,Male,30-49
Yes,No,Other,Democratic,High school or less,OH,White,Female,30-49
Yes,No,Other,Republican,College degree,CA,White,Male,50-69
Yes,Yes,No,Republican,Some college,NY,White,Female,30-49
Yes,No,Other,Other,Some college,MI,White,Female,18-29
Yes,Yes,No,Republican,Postgrad,WA,White,Male,50-69
Yes,No,Other,Democratic,Some college,MI,White,Female,50-69
Yes,No,Other,Democratic,College degree,CA,White,Female,18-29
Yes,No,Other,Democratic,High school or less,FL,Black,Female,18-29
No,No,Other,Republican,Some college,PA,White,Female,30-49
Yes,Other,Yes,Other,Postgrad,GA,White,Female,30-49
Other,Yes,Yes,Other,Some college,GA,White,Female,30-49
Yes,No,Other,Democratic,Some college,MI,Black,Female,18-29
Yes,No,Other,Democratic,High school or less,MA,White,Female,18-29
Yes,No,Other,Democratic,High school or less,AL,Black,Female,18-29
Other,Other,Yes,Republican,Some college,TX,White,Female,18-29
Yes,Yes,Yes,Republican,High school or less,TX,Black,Female,50-69
No,No,Other,Other,Some college,MI,White,Female,18-29
Yes,Yes,Other,Republican,Some college,FL,White,Male,30-49
Yes,Yes,No,Republican,Postgrad,MN,White,Female,70+
Yes,No,Other,Democratic,Some college,FL,Black,Female,30-49
Other,No,Other,Other,Some college,IL,White,Female,30-49
Yes,No,Other,Democratic,Some college,NC,Black,Female,30-49
Yes,No,Other,Democratic,Some college,IL,Black,Male,50-69
No,No,Other,Other,Postgrad,IL,Asian,Female,50-69
Yes,No,Other,Democratic,High school or less,IL,White,Female,50-69
Other,No,Other,Other,College degree,WV,Asian,Male,30-49
Yes,No,Other,Other,Postgrad,UT,White,Male,30-49
Yes,Yes,No,Republican,Some college,OH,Other,Female,30-49
Yes,No,Other,Democratic,Some college,FL,White,Female,30-49
Yes,No,Other,Other,High school or less,FL,White,Female,30-49
Yes,Yes,No,Republican,Some college,OH,White,Female,30-49
Yes,No,Other,Democratic,Some college,IA,White,Male,50-69
Yes,No,Other,Other,Postgrad,MI,White,Female,30-49
Yes,No,Other,Democratic,High school or less,AL,Black,Female,30-49
Yes,No,Other,Democratic,Some college,NY,White,Female,30-49
Yes,No,Other,Democratic,High school or less,MD,Black,Female,30-49
Yes,Yes,Other,Republican,High school or less,NM,White,Female,18-29
Other,No,Other,Other,Some college,KS,White,Female,30-49
Yes,Yes,No,Republican,Some college,OH,White,Female,70+
No,Yes,Other,Other,High school or less,GA,White,Female,18-29
Yes,No,Other,Other,Postgrad,MI,White,Female,50-69
Yes,Yes,No,Republican,College degree,CO,White,Female,30-49
Yes,Yes,No,Republican,College degree,WV,White,Female,30-49
Yes,Yes,Other,Republican,Some college,PA,White,Female,50-69
Other,No,Other,Other,Some college,FL,White,Female,30-49
Yes,No,Other,Other,Some college,CT,White,Female,30-49
Other,No,Other,Democratic,High school or less,NC,Black,Female,50-69
Yes,Yes,Yes,Democratic,Some college,NY,White,Female,18-29
Yes,No,Other,Democratic,Some college,OK,White,Female,50-69
Yes,No,Other,Democratic,College degree,AL,Black,Female,50-69
Yes,No,Other,Democratic,Some college,SC,White,Female,30-49
Yes,No,Other,Other,Some college,FL,Black,Female,30-49
Yes,No,Other,Democratic,College degree,AL,White,Male,18-29
Yes,Yes,Yes,Republican,Some college,TX,White,Female,30-49
Yes,No,Other,Democratic,Postgrad,MO,White,Female,18-29
Yes,No,Other,Democratic,College degree,MN,White,Male,18-29
No,No,Other,Other,High school or less,CA,White,Female,50-69
Yes,No,Other,Democratic,College degree,PA,White,Female,30-49
Yes,No,Other,Democratic,Some college,VA,White,Female,50-69
Yes,Other,Other,Other,College degree,IL,White,Male,30-49
Yes,No,Other,Democratic,Some college,IA,White,Male,30-49
Yes,No,Other,Democratic,Some college,TX,Black,Female,30-49
Yes,No,Other,Democratic,Postgrad,IL,White,Female,50-69
Yes,No,Other,Other,Some college,IL,White,Female,30-49
Yes,Other,Other,Democratic,High school or less,MI,White,Female,30-49
Yes,Yes,No,Republican,High school or less,OH,White,Female,30-49
Yes,Other,Yes,Republican,College degree,MN,White,Female,30-49
Yes,Yes,No,Republican,High school or less,FL,White,Female,18-29
Yes,Yes,No,Republican,High school or less,NY,Black,Female,18-29
Other,No,Other,Other,High school or less,PA,White,Female,30-49
No,No,Other,Other,Some college,OH,White,Female,30-49
Yes,No,Other,Democratic,College degree,IL,White,Female,30-49
Yes,No,Other,Democratic,Some college,IL,White,Female,30-49
Yes,Yes,Yes,Democratic,Some college,NJ,White,Female,30-49
Yes,No,Other,Democratic,Some college,IL,Black,Female,30-49
Yes,Yes,No,Other,College degree,SC,White,Female,30-49
Yes,No,Other,Democratic,Postgrad,FL,White,Female,30-49
Yes,Other,Other,Other,High school or less,PA,White,Male,70+
Yes,Yes,No,Republican,Some college,NY,White,Female,70+
Yes,No,Other,Other,Some college,ND,White,Female,50-69
Yes,No,Other,Democratic,College degree,ME,White,Female,18-29
Yes,No,Other,Other,College degree,CT,White,Male,18-29
Yes,Yes,Yes,Other,High school or less,CA,White,Male,50-69
Yes,No,Other,Democratic,Some college,WI,White,Female,30-49
No,No,Other,Other,High school or less,IN,White,Female,30-49
No,No,Other,Other,High school or less,OH,White,Female,18-29
Yes,Yes,No,Republican,Some college,ID,White,Female,30-49
Yes,Other,Other,Democratic,Postgrad,CT,Asian,Female,50-69
Yes,Yes,Yes,Republican,College degree,VA,White,Female,30-49
Other,Other,Other,Other,Some college,NC,White,Female,30-49
Yes,Yes,No,Republican,Some college,MS,White,Female,30-49
Yes,No,Other,Democratic,Some college,FL,White,Female,70+
Yes,No,Other,Democratic,High school or less,NY,American Indian,Female,30-49
Yes,No,Other,Democratic,Some college,AL,American Indian,Female,30-49
Yes,No,Other,Democratic,Some college,WI,White,Female,30-49
Yes,Yes,No,Republican,Postgrad,TX,White,Female,30-49
Other,No,Other,Other,College degree,SC,Asian,Male,70+
Yes,No,Other,Democratic,Some college,PA,White,Female,50-69
Yes,Yes,Other,Republican,College degree,MI,White,Female,30-49
Other,No,Other,Other,Some college,OH,Black,Female,18-29
Yes,No,Other,Democratic,College degree,MO,White,Female,18-29
Yes,Yes,Yes,Republican,High school or less,GA,White,Male,30-49
Yes,Yes,No,Republican,High school or less,FL,White,Male,30-49
No,No,Other,Other,High school or less,KY,White,Male,18-29
Yes,No,Other,Other,College degree,TX,White,Female,50-69
Yes,No,Other,Democratic,Some college,MO,Black,Female,50-69
Yes,No,Other,Democratic,Some college,CA,Black,Male,50-69
Yes,Yes,No,Republican,Some college,KY,White,Female,70+
Yes,No,Other,Democratic,Some college,CA,Other,Female,30-49
Yes,No,Other,Other,High school or less,FL,Other,Male,30-49
Yes,Yes,Yes,Other,Some college,NJ,White,Female,30-49
Yes,No,Other,Democratic,Some college,MN,White,Female,30-49
Yes,Yes,No,Republican,College degree,PA,White,Male,50-69
Yes,No,Other,Democratic,Postgrad,OK,White,Female,30-49
Yes,Yes,Other,Other,College degree,WI,White,Female,50-69
Yes,No,Other,Other,Some college,WI,White,Female,50-69
Yes,No,Other,Democratic,Postgrad,IL,White,Female,50-69
No,Yes,Yes,Other,Some college,NC,White,Female,70+
Other,Other,Other,Other,Some college,WA,White,Female,18-29
No,No,Other,Other,College degree,NE,White,Female,30-49
Yes,No,Other,Other,Some college,FL,American Indian,Female,30-49
Yes,No,Other,Democratic,Some college,NY,White,Female,30-49
Yes,No,Other,Democratic,Some college,VT,White,Female,30-49
Yes,No,Other,Other,College degree,NY,White,Male,30-49
Other,Yes,No,Other,High school or less,IL,White,Female,70+
Other,Other,Other,Other,High school or less,IN,White,Female,18-29
Yes,No,Other,Other,Some college,FL,White,Female,30-49
Yes,No,Other,Democratic,College degree,IN,White,Female,50-69
Yes,No,Other,Democratic,Postgrad,UT,White,Male,30-49
Yes,No,Other,Democratic,Some college,CA,White,Female,50-69
Other,No,Other,Other,Some college,MA,White,Female,30-49
Yes,No,Other,Democratic,Some college,MN,White,Female,30-49
Yes,No,Other,Democratic,Some college,KY,White,Female,30-49
Yes,No,Other,Democratic,College degree,NY,Black,Female,18-29
Yes,No,Other,Democratic,Some college,GA,Black,Female,30-49
Yes,No,Other,Democratic,Postgrad,FL,White,Female,30-49
Yes,No,Other,Democratic,Some college,PA,White,Male,70+
Yes,Yes,No,Democratic,High school or less,FL,White,Female,50-69
Other,No,Other,Other,High school or less,TX,Black,Female,18-29
Yes,Yes,No,Republican,Postgrad,NY,White,Female,70+
Yes,Yes,No,Republican,College degree,CT,White,Female,30-49
Yes,No,Other,Democratic,Some college,FL,White,Female,18-29
Yes,No,Other,Democratic,Postgrad,FL,White,Female,18-29
Yes,Yes,No,Republican,College degree,TX,White,Female,30-49
Yes,Yes,No,Republican,College degree,AZ,White,Female,30-49
Yes,Yes,Other,Other,College degree,GA,White,Female,30-49
Other,No,Other,Other,Some college,NC,White,Female,30-49
Yes,No,Other,Democratic,Postgrad,CA,Asian,Male,50-69
Yes,No,Other,Democratic,College degree,TX,White,Female,18-29
Yes,No,Other,Democratic,High school or less,KY,White,Female,30-49
Yes,No,Other,Democratic,Some college,NY,White,Female,18-29
Other,Other,Other,Other,High school or less,TX,Other,Male,30-49
Yes,No,Other,Democratic,College degree,FL,White,Female,30-49
Yes,Yes,Other,Other,Some college,MT,White,Female,50-69
Other,Other,Other,Other,High school or less,CO,White,Female,30-49
Yes,No,Other,Democratic,College degree,NY,White,Male,70+
Yes,No,Other,Democratic,High school or less,IN,Black,Female,18-29
Other,Other,Other,Other,High school or less,FL,Asian,Female,30-49
Yes,No,Other,Democratic,College degree,TX,Other,Female,18-29
Other,No,Other,Other,High school or less,CT,Other,Female,30-49
Yes,No,Other,Democratic,High school or less,NY,Black,Female,30-49
Yes,Yes,No,Democratic,Some college,NY,White,Female,30-49
Yes,Yes,No,Republican,Postgrad,LA,Asian,Female,30-49
Yes,Yes,No,Republican,High school or less,FL,White,Female,30-49
Yes,Yes,No,Republican,Some college,CA,White,Female,18-29
Yes,Yes,Yes,Republican,College degree,IL,White,Female,30-49
Yes,Yes,Yes,Republican,College degree,NV,White,Female,70+
Yes,No,Other,Democratic,Postgrad,FL,White,Female,30-49
